Season,RankingDayNum,SystemName,TeamID,OrdinalRank
2023,133,7OT,1314,33
2023,133,7OT,1315,267
2023,133,7OT,1316,230
2023,133,7OT,1317,54
2023,133,7OT,1318,304
2023,133,7OT,1319,244
2023,133,7OT,1320,180
2023,133,7OT,1321,47
2023,133,7OT,1322,227
2023,133,7OT,1323,174
2023,133,7OT,1324,272
2023,133,7OT,1325,134
2023,133,7OT,1326,83
2023,133,7OT,1328,88
2023,133,7OT,1329,49
2023,133,7OT,1330,125
2023,133,7OT,1331,51
2023,133,7OT,1332,60
2023,133,7OT,1333,297
2023,133,7OT,1334,209
2023,133,7OT,1335,70
2023,133,7OT,1336,43
2023,133,7OT,1337,188
2023,133,7OT,1338,102
2023,133,7OT,1339,170
2023,133,7OT,1340,275
2023,133,7OT,1341,325
2023,133,7OT,1342,320
2023,133,7OT,1343,61
2023,133,7OT,1344,105
2023,133,7OT,1345,8
2023,133,7OT,1346,103
2023,133,7OT,1347,154
2023,133,7OT,1348,249
2023,133,7OT,1349,190
2023,133,7OT,1350,118
2023,133,7OT,1351,237
2023,133,7OT,1352,223
2023,133,7OT,1353,72
2023,133,7OT,1354,352
2023,133,7OT,1355,163
2023,133,7OT,1356,110
2023,133,7OT,1357,324
2023,133,7OT,1358,112
2023,133,7OT,1359,178
2023,133,7OT,1360,242
2023,133,7OT,1361,3
2023,133,7OT,1362,124
2023,133,7OT,1363,139
2023,133,7OT,1364,116
2023,133,7OT,1365,58
2023,133,7OT,1367,269
2023,133,7OT,1368,247
2023,133,7OT,1369,264
2023,133,7OT,1370,193
2023,133,7OT,1371,132
2023,133,7OT,1372,156
2023,133,7OT,1373,207
2023,133,7OT,1374,135
2023,133,7OT,1375,90
2023,133,7OT,1376,288
2023,133,7OT,1377,314
2023,133,7OT,1378,145
2023,133,7OT,1379,65
2023,133,7OT,1380,305
2023,133,7OT,1381,167
2023,133,7OT,1382,173
2023,133,7OT,1383,332
2023,133,7OT,1384,310
2023,133,7OT,1385,133
2023,133,7OT,1386,169
2023,133,7OT,1387,23
2023,133,7OT,1388,2
2023,133,7OT,1389,283
2023,133,7OT,1390,150
2023,133,7OT,1391,166
2023,133,7OT,1392,334
2023,133,7OT,1393,147
2023,133,7OT,1394,165
2023,133,7OT,1395,74
2023,133,7OT,1396,99
2023,133,7OT,1397,12
2023,133,7OT,1398,257
2023,133,7OT,1399,217
2023,133,7OT,1400,18
2023,133,7OT,1401,46
2023,133,7OT,1402,218
2023,133,7OT,1403,144
2023,133,7OT,1404,238
2023,133,7OT,1405,55
2023,133,7OT,1406,91
2023,133,7OT,1407,172
2023,133,7OT,1408,107
2023,133,7OT,1409,273
2023,133,7OT,1410,270
2023,133,7OT,1411,302
2023,133,7OT,1412,31
2023,133,7OT,1413,197
2023,133,7OT,1414,77
2023,133,7OT,1415,179
2023,133,7OT,1416,66
2023,133,7OT,1417,9
2023,133,7OT,1418,73
2023,133,7OT,1419,289
2023,133,7OT,1420,250
2023,133,7OT,1421,160
2023,133,7OT,1422,69
2023,133,7OT,1423,128
2023,133,7OT,1424,76
2023,133,7OT,1425,62
2023,133,7OT,1426,300
2023,133,7OT,1427,243
2023,133,7OT,1428,136
2023,133,7OT,1429,10
2023,133,7OT,1430,92
2023,133,7OT,1431,171
2023,133,7OT,1433,15
2023,133,7OT,1434,268
2023,133,7OT,1435,64
2023,133,7OT,1436,53
2023,133,7OT,1437,140
2023,133,7OT,1438,37
2023,133,7OT,1439,59
2023,133,7OT,1440,345
2023,133,7OT,1441,258
2023,133,7OT,1442,312
2023,133,7OT,1443,202
2023,133,7OT,1444,343
2023,133,7OT,1447,330
2023,133,7OT,1448,98
2023,133,7OT,1449,187
2023,133,7OT,1450,96
2023,133,7OT,1451,255
2023,133,7OT,1452,19
2023,133,7OT,1453,363
2023,133,7OT,1454,164
2023,133,7OT,1455,81
2023,133,7OT,1456,256
2023,133,7OT,1457,213
2023,133,7OT,1458,119
2023,133,7OT,1459,226
2023,133,7OT,1460,220
2023,133,7OT,1461,143
2023,133,7OT,1462,20
2023,133,7OT,1463,85
2023,133,7OT,1464,126
2023,133,7OT,1465,222
2023,133,7OT,1466,299
2023,133,7OT,1467,224
2023,133,7OT,1468,261
2023,133,7OT,1469,228
2023,133,7OT,1470,137
2023,133,7OT,1471,240
2023,133,7OT,1472,195
2023,133,7OT,1473,336
2023,133,7OT,1474,252
2023,133,7OT,1475,292
2023,133,7OT,1476,281
2023,133,7OT,1477,347
2023,133,AP,1104,1
2023,133,AP,1112,8
2023,133,AP,1124,11
2023,133,AP,1163,10
2023,133,AP,1181,12
2023,133,AP,1194,25
2023,133,AP,1211,9
2023,133,AP,1222,2
2023,133,AP,1231,21
2023,133,AP,1242,4
2023,133,AP,1243,15
2023,133,AP,1266,6
2023,133,AP,1272,24
2023,133,AP,1274,16
2023,133,AP,1281,23
2023,133,AP,1345,3
2023,133,AP,1361,18
2023,133,AP,1388,19
2023,133,AP,1395,22
2023,133,AP,1397,20
2023,133,AP,1400,5
2023,133,AP,1401,17
2023,133,AP,1417,7
2023,133,AP,1438,14
2023,133,AP,1462,13
2023,133,ARG,1101,172
2023,133,ARG,1102,179
2023,133,ARG,1103,105
2023,133,ARG,1104,2
2023,133,ARG,1105,319
2023,133,ARG,1106,353
2023,133,ARG,1107,344
2023,133,ARG,1108,234
2023,133,ARG,1110,269
2023,133,ARG,1111,156
2023,133,ARG,1112,8
2023,133,ARG,1113,58
2023,133,ARG,1114,318
2023,133,ARG,1115,333
2023,133,ARG,1116,21
2023,133,ARG,1117,281
2023,133,ARG,1119,262
2023,133,ARG,1120,33
2023,133,ARG,1122,322
2023,133,ARG,1123,163
2023,133,ARG,1124,15
2023,133,ARG,1125,120
2023,133,ARG,1126,342
2023,133,ARG,1127,297
2023,133,ARG,1129,27
2023,133,ARG,1130,164
2023,133,ARG,1131,270
2023,133,ARG,1132,303
2023,133,ARG,1133,69
2023,133,ARG,1135,192
2023,133,ARG,1136,167
2023,133,ARG,1137,314
2023,133,ARG,1138,207
2023,133,ARG,1139,140
2023,133,ARG,1140,98
2023,133,ARG,1141,332
2023,133,ARG,1142,328
2023,133,ARG,1143,339
2023,133,ARG,1144,231
2023,133,ARG,1145,289
2023,133,ARG,1146,327
2023,133,ARG,1148,345
2023,133,ARG,1149,290
2023,133,ARG,1150,128
2023,133,ARG,1151,176
2023,133,ARG,1152,276
2023,133,ARG,1153,61
2023,133,ARG,1154,326
2023,133,ARG,1155,56
2023,133,ARG,1156,178
2023,133,ARG,1157,267
2023,133,ARG,1158,31
2023,133,ARG,1159,111
2023,133,ARG,1160,77
2023,133,ARG,1161,130
2023,133,ARG,1162,348
2023,133,ARG,1163,10
2023,133,ARG,1164,317
2023,133,ARG,1165,146
2023,133,ARG,1166,28
2023,133,ARG,1167,305
2023,133,ARG,1168,127
2023,133,ARG,1169,337
2023,133,ARG,1170,251
2023,133,ARG,1171,271
2023,133,ARG,1172,153
2023,133,ARG,1173,75
2023,133,ARG,1174,237
2023,133,ARG,1175,356
2023,133,ARG,1176,296
2023,133,ARG,1177,189
2023,133,ARG,1178,225
2023,133,ARG,1179,44
2023,133,ARG,1180,214
2023,133,ARG,1181,14
2023,133,ARG,1182,134
2023,133,ARG,1183,336
2023,133,ARG,1184,133
2023,133,ARG,1185,335
2023,133,ARG,1186,126
2023,133,ARG,1187,191
2023,133,ARG,1188,220
2023,133,ARG,1189,341
2023,133,ARG,1190,268
2023,133,ARG,1191,357
2023,133,ARG,1192,278
2023,133,ARG,1193,279
2023,133,ARG,1194,11
2023,133,ARG,1195,168
2023,133,ARG,1196,74
2023,133,ARG,1197,358
2023,133,ARG,1198,236
2023,133,ARG,1199,242
2023,133,ARG,1200,113
2023,133,ARG,1201,183
2023,133,ARG,1202,89
2023,133,ARG,1203,218
2023,133,ARG,1204,194
2023,133,ARG,1205,180
2023,133,ARG,1206,138
2023,133,ARG,1207,273
2023,133,ARG,1208,157
2023,133,ARG,1209,293
2023,133,ARG,1210,169
2023,133,ARG,1211,6
2023,133,ARG,1212,165
2023,133,ARG,1213,80
2023,133,ARG,1214,351
2023,133,ARG,1216,361
2023,133,ARG,1217,200
2023,133,ARG,1218,139
2023,133,ARG,1219,282
2023,133,ARG,1220,82
2023,133,ARG,1221,350
2023,133,ARG,1222,1
2023,133,ARG,1223,346
2023,133,ARG,1224,185
2023,133,ARG,1225,306
2023,133,ARG,1226,285
2023,133,ARG,1227,294
2023,133,ARG,1228,41
2023,133,ARG,1229,295
2023,133,ARG,1230,330
2023,133,ARG,1231,26
2023,133,ARG,1232,109
2023,133,ARG,1233,66
2023,133,ARG,1234,54
2023,133,ARG,1235,23
2023,133,ARG,1236,205
2023,133,ARG,1237,360
2023,133,ARG,1238,292
2023,133,ARG,1239,212
2023,133,ARG,1240,244
2023,133,ARG,1241,85
2023,133,ARG,1242,5
2023,133,ARG,1243,18
2023,133,ARG,1244,88
2023,133,ARG,1245,53
2023,133,ARG,1246,34
2023,133,ARG,1247,228
2023,133,ARG,1248,299
2023,133,ARG,1249,354
2023,133,ARG,1250,259
2023,133,ARG,1251,50
2023,133,ARG,1252,144
2023,133,ARG,1253,177
2023,133,ARG,1254,363
2023,133,ARG,1255,159
2023,133,ARG,1256,170
2023,133,ARG,1257,331
2023,133,ARG,1258,110
2023,133,ARG,1259,323
2023,133,ARG,1260,275
2023,133,ARG,1261,151
2023,133,ARG,1262,108
2023,133,ARG,1263,261
2023,133,ARG,1264,316
2023,133,ARG,1265,310
2023,133,ARG,1266,13
2023,133,ARG,1267,70
2023,133,ARG,1268,35
2023,133,ARG,1269,202
2023,133,ARG,1270,320
2023,133,ARG,1271,190
2023,133,ARG,1272,25
2023,133,ARG,1273,241
2023,133,ARG,1274,32
2023,133,ARG,1275,287
2023,133,ARG,1276,68
2023,133,ARG,1277,36
2023,133,ARG,1278,243
2023,133,ARG,1279,141
2023,133,ARG,1280,52
2023,133,ARG,1281,37
2023,133,ARG,1282,315
2023,133,ARG,1283,152
2023,133,ARG,1284,352
2023,133,ARG,1285,186
2023,133,ARG,1286,94
2023,133,ARG,1287,184
2023,133,ARG,1288,239
2023,133,ARG,1290,359
2023,133,ARG,1291,304
2023,133,ARG,1292,125
2023,133,ARG,1293,199
2023,133,ARG,1294,258
2023,133,ARG,1295,221
2023,133,ARG,1296,265
2023,133,ARG,1297,143
2023,133,ARG,1298,196
2023,133,ARG,1299,301
2023,133,ARG,1300,150
2023,133,ARG,1301,43
2023,133,ARG,1303,313
2023,133,ARG,1304,102
2023,133,ARG,1305,39
2023,133,ARG,1306,264
2023,133,ARG,1307,62
2023,133,ARG,1308,187
2023,133,ARG,1309,334
2023,133,ARG,1310,256
2023,133,ARG,1311,247
2023,133,ARG,1312,343
2023,133,ARG,1313,145
2023,133,ARG,1314,49
2023,133,ARG,1315,272
2023,133,ARG,1316,223
2023,133,ARG,1317,40
2023,133,ARG,1318,311
2023,133,ARG,1319,252
2023,133,ARG,1320,222
2023,133,ARG,1321,46
2023,133,ARG,1322,175
2023,133,ARG,1323,210
2023,133,ARG,1324,257
2023,133,ARG,1325,142
2023,133,ARG,1326,65
2023,133,ARG,1328,72
2023,133,ARG,1329,51
2023,133,ARG,1330,148
2023,133,ARG,1331,45
2023,133,ARG,1332,64
2023,133,ARG,1333,240
2023,133,ARG,1334,224
2023,133,ARG,1335,155
2023,133,ARG,1336,42
2023,133,ARG,1337,249
2023,133,ARG,1338,63
2023,133,ARG,1339,197
2023,133,ARG,1340,250
2023,133,ARG,1341,286
2023,133,ARG,1342,355
2023,133,ARG,1343,116
2023,133,ARG,1344,59
2023,133,ARG,1345,4
2023,133,ARG,1346,195
2023,133,ARG,1347,160
2023,133,ARG,1348,280
2023,133,ARG,1349,188
2023,133,ARG,1350,173
2023,133,ARG,1351,232
2023,133,ARG,1352,245
2023,133,ARG,1353,48
2023,133,ARG,1354,347
2023,133,ARG,1355,162
2023,133,ARG,1356,104
2023,133,ARG,1357,312
2023,133,ARG,1358,24
2023,133,ARG,1359,154
2023,133,ARG,1360,254
2023,133,ARG,1361,12
2023,133,ARG,1362,112
2023,133,ARG,1363,96
2023,133,ARG,1364,99
2023,133,ARG,1365,83
2023,133,ARG,1367,227
2023,133,ARG,1368,246
2023,133,ARG,1369,215
2023,133,ARG,1370,114
2023,133,ARG,1371,95
2023,133,ARG,1372,132
2023,133,ARG,1373,233
2023,133,ARG,1374,226
2023,133,ARG,1375,118
2023,133,ARG,1376,235
2023,133,ARG,1377,300
2023,133,ARG,1378,198
2023,133,ARG,1379,73
2023,133,ARG,1380,266
2023,133,ARG,1381,92
2023,133,ARG,1382,213
2023,133,ARG,1383,338
2023,133,ARG,1384,325
2023,133,ARG,1385,106
2023,133,ARG,1386,206
2023,133,ARG,1387,97
2023,133,ARG,1388,16
2023,133,ARG,1389,309
2023,133,ARG,1390,115
2023,133,ARG,1391,147
2023,133,ARG,1392,324
2023,133,ARG,1393,131
2023,133,ARG,1394,171
2023,133,ARG,1395,29
2023,133,ARG,1396,135
2023,133,ARG,1397,9
2023,133,ARG,1398,274
2023,133,ARG,1399,260
2023,133,ARG,1400,7
2023,133,ARG,1401,20
2023,133,ARG,1402,216
2023,133,ARG,1403,71
2023,133,ARG,1404,230
2023,133,ARG,1405,86
2023,133,ARG,1406,137
2023,133,ARG,1407,119
2023,133,ARG,1408,103
2023,133,ARG,1409,340
2023,133,ARG,1410,219
2023,133,ARG,1411,277
2023,133,ARG,1412,57
2023,133,ARG,1413,161
2023,133,ARG,1414,100
2023,133,ARG,1415,121
2023,133,ARG,1416,87
2023,133,ARG,1417,3
2023,133,ARG,1418,76
2023,133,ARG,1419,263
2023,133,ARG,1420,248
2023,133,ARG,1421,101
2023,133,ARG,1422,117
2023,133,ARG,1423,122
2023,133,ARG,1424,91
2023,133,ARG,1425,47
2023,133,ARG,1426,229
2023,133,ARG,1427,307
2023,133,ARG,1428,93
2023,133,ARG,1429,17
2023,133,ARG,1430,55
2023,133,ARG,1431,203
2023,133,ARG,1433,38
2023,133,ARG,1434,302
2023,133,ARG,1435,67
2023,133,ARG,1436,107
2023,133,ARG,1437,90
2023,133,ARG,1438,19
2023,133,ARG,1439,81
2023,133,ARG,1440,349
2023,133,ARG,1441,209
2023,133,ARG,1442,255
2023,133,ARG,1443,166
2023,133,ARG,1444,329
2023,133,ARG,1447,288
2023,133,ARG,1448,84
2023,133,ARG,1449,123
2023,133,ARG,1450,79
2023,133,ARG,1451,208
2023,133,ARG,1452,30
2023,133,ARG,1453,362
2023,133,ARG,1454,174
2023,133,ARG,1455,129
2023,133,ARG,1456,298
2023,133,ARG,1457,238
2023,133,ARG,1458,78
2023,133,ARG,1459,217
2023,133,ARG,1460,193
2023,133,ARG,1461,201
2023,133,ARG,1462,22
2023,133,ARG,1463,60
2023,133,ARG,1464,124
2023,133,ARG,1465,149
2023,133,ARG,1466,204
2023,133,ARG,1467,284
2023,133,ARG,1468,211
2023,133,ARG,1469,158
2023,133,ARG,1470,136
2023,133,ARG,1471,291
2023,133,ARG,1472,182
2023,133,ARG,1473,321
2023,133,ARG,1474,181
2023,133,ARG,1475,253
2023,133,ARG,1476,308
2023,133,ARG,1477,283
2023,133,ATP,1101,231
2023,133,ATP,1102,91
2023,133,ATP,1103,136
2023,133,ATP,1104,8
2023,133,ATP,1105,289
2023,133,ATP,1106,345
2023,133,ATP,1107,348
2023,133,ATP,1108,248
2023,133,ATP,1110,132
2023,133,ATP,1111,239
2023,133,ATP,1112,12
2023,133,ATP,1113,59
2023,133,ATP,1114,294
2023,133,ATP,1115,346
2023,133,ATP,1116,10
2023,133,ATP,1117,276
2023,133,ATP,1119,280
2023,133,ATP,1120,23
2023,133,ATP,1122,330
2023,133,ATP,1123,148
2023,133,ATP,1124,35
2023,133,ATP,1125,106
2023,133,ATP,1126,351
2023,133,ATP,1127,306
2023,133,ATP,1129,79
2023,133,ATP,1130,111
2023,133,ATP,1131,268
2023,133,ATP,1132,267
2023,133,ATP,1133,69
2023,133,ATP,1135,126
2023,133,ATP,1136,238
2023,133,ATP,1137,277
2023,133,ATP,1138,183
2023,133,ATP,1139,81
2023,133,ATP,1140,75
2023,133,ATP,1141,319
2023,133,ATP,1142,311
2023,133,ATP,1143,255
2023,133,ATP,1144,205
2023,133,ATP,1145,240
2023,133,ATP,1146,300
2023,133,ATP,1148,315
2023,133,ATP,1149,324
2023,133,ATP,1150,87
2023,133,ATP,1151,156
2023,133,ATP,1152,347
2023,133,ATP,1153,65
2023,133,ATP,1154,310
2023,133,ATP,1155,52
2023,133,ATP,1156,180
2023,133,ATP,1157,343
2023,133,ATP,1158,88
2023,133,ATP,1159,64
2023,133,ATP,1160,40
2023,133,ATP,1161,80
2023,133,ATP,1162,356
2023,133,ATP,1163,4
2023,133,ATP,1164,299
2023,133,ATP,1165,105
2023,133,ATP,1166,25
2023,133,ATP,1167,293
2023,133,ATP,1168,192
2023,133,ATP,1169,338
2023,133,ATP,1170,234
2023,133,ATP,1171,285
2023,133,ATP,1172,147
2023,133,ATP,1173,60
2023,133,ATP,1174,210
2023,133,ATP,1175,344
2023,133,ATP,1176,291
2023,133,ATP,1177,108
2023,133,ATP,1178,206
2023,133,ATP,1179,86
2023,133,ATP,1180,201
2023,133,ATP,1181,21
2023,133,ATP,1182,93
2023,133,ATP,1183,322
2023,133,ATP,1184,204
2023,133,ATP,1185,304
2023,133,ATP,1186,144
2023,133,ATP,1187,151
2023,133,ATP,1188,237
2023,133,ATP,1189,334
2023,133,ATP,1190,228
2023,133,ATP,1191,329
2023,133,ATP,1192,271
2023,133,ATP,1193,258
2023,133,ATP,1194,39
2023,133,ATP,1195,170
2023,133,ATP,1196,45
2023,133,ATP,1197,349
2023,133,ATP,1198,155
2023,133,ATP,1199,135
2023,133,ATP,1200,121
2023,133,ATP,1201,123
2023,133,ATP,1202,82
2023,133,ATP,1203,191
2023,133,ATP,1204,252
2023,133,ATP,1205,181
2023,133,ATP,1206,127
2023,133,ATP,1207,178
2023,133,ATP,1208,146
2023,133,ATP,1209,318
2023,133,ATP,1210,174
2023,133,ATP,1211,9
2023,133,ATP,1212,198
2023,133,ATP,1213,189
2023,133,ATP,1214,360
2023,133,ATP,1216,363
2023,133,ATP,1217,122
2023,133,ATP,1218,153
2023,133,ATP,1219,297
2023,133,ATP,1220,100
2023,133,ATP,1221,341
2023,133,ATP,1222,2
2023,133,ATP,1223,359
2023,133,ATP,1224,187
2023,133,ATP,1225,331
2023,133,ATP,1226,249
2023,133,ATP,1227,251
2023,133,ATP,1228,30
2023,133,ATP,1229,220
2023,133,ATP,1230,325
2023,133,ATP,1231,26
2023,133,ATP,1232,72
2023,133,ATP,1233,55
2023,133,ATP,1234,27
2023,133,ATP,1235,13
2023,133,ATP,1236,227
2023,133,ATP,1237,355
2023,133,ATP,1238,221
2023,133,ATP,1239,292
2023,133,ATP,1240,298
2023,133,ATP,1241,128
2023,133,ATP,1242,3
2023,133,ATP,1243,22
2023,133,ATP,1244,134
2023,133,ATP,1245,90
2023,133,ATP,1246,24
2023,133,ATP,1247,185
2023,133,ATP,1248,203
2023,133,ATP,1249,358
2023,133,ATP,1250,302
2023,133,ATP,1251,76
2023,133,ATP,1252,161
2023,133,ATP,1253,176
2023,133,ATP,1254,362
2023,133,ATP,1255,200
2023,133,ATP,1256,177
2023,133,ATP,1257,263
2023,133,ATP,1258,141
2023,133,ATP,1259,266
2023,133,ATP,1260,175
2023,133,ATP,1261,115
2023,133,ATP,1262,113
2023,133,ATP,1263,194
2023,133,ATP,1264,256
2023,133,ATP,1265,247
2023,133,ATP,1266,7
2023,133,ATP,1267,53
2023,133,ATP,1268,48
2023,133,ATP,1269,154
2023,133,ATP,1270,342
2023,133,ATP,1271,242
2023,133,ATP,1272,18
2023,133,ATP,1273,230
2023,133,ATP,1274,31
2023,133,ATP,1275,295
2023,133,ATP,1276,62
2023,133,ATP,1277,49
2023,133,ATP,1278,167
2023,133,ATP,1279,83
2023,133,ATP,1280,33
2023,133,ATP,1281,20
2023,133,ATP,1282,320
2023,133,ATP,1283,125
2023,133,ATP,1284,261
2023,133,ATP,1285,186
2023,133,ATP,1286,130
2023,133,ATP,1287,278
2023,133,ATP,1288,316
2023,133,ATP,1290,308
2023,133,ATP,1291,250
2023,133,ATP,1292,110
2023,133,ATP,1293,222
2023,133,ATP,1294,290
2023,133,ATP,1295,272
2023,133,ATP,1296,246
2023,133,ATP,1297,143
2023,133,ATP,1298,149
2023,133,ATP,1299,333
2023,133,ATP,1300,243
2023,133,ATP,1301,29
2023,133,ATP,1303,309
2023,133,ATP,1304,97
2023,133,ATP,1305,70
2023,133,ATP,1306,286
2023,133,ATP,1307,73
2023,133,ATP,1308,226
2023,133,ATP,1309,282
2023,133,ATP,1310,236
2023,133,ATP,1311,284
2023,133,ATP,1312,335
2023,133,ATP,1313,235
2023,133,ATP,1314,58
2023,133,ATP,1315,305
2023,133,ATP,1316,307
2023,133,ATP,1317,71
2023,133,ATP,1318,253
2023,133,ATP,1319,260
2023,133,ATP,1320,195
2023,133,ATP,1321,36
2023,133,ATP,1322,197
2023,133,ATP,1323,163
2023,133,ATP,1324,270
2023,133,ATP,1325,145
2023,133,ATP,1326,57
2023,133,ATP,1328,43
2023,133,ATP,1329,46
2023,133,ATP,1330,190
2023,133,ATP,1331,74
2023,133,ATP,1332,44
2023,133,ATP,1333,213
2023,133,ATP,1334,218
2023,133,ATP,1335,152
2023,133,ATP,1336,84
2023,133,ATP,1337,173
2023,133,ATP,1338,63
2023,133,ATP,1339,172
2023,133,ATP,1340,287
2023,133,ATP,1341,269
2023,133,ATP,1342,339
2023,133,ATP,1343,160
2023,133,ATP,1344,32
2023,133,ATP,1345,15
2023,133,ATP,1346,199
2023,133,ATP,1347,168
2023,133,ATP,1348,211
2023,133,ATP,1349,212
2023,133,ATP,1350,138
2023,133,ATP,1351,245
2023,133,ATP,1352,193
2023,133,ATP,1353,17
2023,133,ATP,1354,321
2023,133,ATP,1355,202
2023,133,ATP,1356,112
